reference,transfer_to_source,status,payment_method_code,updated_at
vmfn-8fjh,False,canceled,yemekpay_creditcard,2024-05-05 13:29:40
g94g-xyk5,False,canceled,yemekpay_creditcard,2024-05-05 13:29:43
ri9y-bf07,False,canceled,yemekpay_creditcard,2024-05-05 13:29:52
p5az-4q6o,False,canceled,yemekpay_creditcard,2024-05-05 13:29:57
kdqp-ek96,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
qpq3-6lry,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
lom1-msy3,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
m0sx-9og7,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
dkv6-8wda,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
oqcx-muqo,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
w5z3-1jy9,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:29:57
s79a-f4p5,False,canceled,yemekpay_creditcard,2024-05-05 13:30:14
z7gc-msnk,False,canceled,yemekpay_creditcard,2024-05-05 13:30:14
qbpt-9vrk,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:15
r9ys-wmpi,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:15
y4bp-k2re,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:15
oobr-28du,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:15
ugrj-kut4,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:15
dzlh-263k,False,canceled,yemekpay_creditcard,2024-05-05 13:30:16
qbpt-b4lv,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:16
qet8-fqg1,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:16
uf8r-6l8q,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:16
uf8r-dj7u,False,canceled_to_wallet,yemekpay_creditcard,2024-05-05 13:30:16
k44v-1z1c,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
a78k-jni3,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
xc3p-bs4j,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
jnvy-01xp,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
hmb7-14wt,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
argb-5izc,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
pgsd-n20s,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
nkg4-in9e,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
lt3w-e4fo,False,partially_refunded_to_source,yemekpay_creditcard,2024-05-05 13:30:27
qhyu-d1ng,False,canceled,yemekpay_creditcard,2024-05-05 13:30:33
sgwj-9u17,False,canceled,yemekpay_creditcard,2024-05-05 13:30:35
yqxk-k96d,False,canceled,yemekpay_creditcard,2024-05-05 13:30:37
buvm-rduu,False,canceled,yemekpay_creditcard,2024-05-05 13:30:39
ek7z-iyn1,False,canceled,yemekpay_creditcard,2024-05-05 13:30:40
